Impedance Data for Demo Speaker 1
Frequency (Hz), Impedance (Ohms)
10290, 10.15
10291, 10.15
10292, 10.15
10293, 10.15
10294, 10.15
10295, 10.15
10296, 10.15
10297, 10.15
10298, 10.15
10299, 10.15
10300, 10.15
10301, 10.15
10302, 10.15
10303, 10.15
10304, 10.15
10305, 10.16
10306, 10.16
10307, 10.16
10308, 10.16
10309, 10.16
10310, 10.16
10311, 10.16
10312, 10.16
10313, 10.16
10314, 10.16
10315, 10.16
10316, 10.16
10317, 10.16
10318, 10.16
10319, 10.16
10320, 10.16
10321, 10.16
10322, 10.16
10323, 10.16
10324, 10.16
10325, 10.16
10326, 10.16
10327, 10.16
10328, 10.16
10329, 10.16
10330, 10.16
10331, 10.17
10332, 10.17
10333, 10.17
10334, 10.17
10335, 10.17
10336, 10.17
10337, 10.17
10338, 10.17
10339, 10.17
10340, 10.17
10341, 10.17
10342, 10.17
10343, 10.17
10344, 10.17
10345, 10.17
10346, 10.17
10347, 10.17
10348, 10.17
10349, 10.17
10350, 10.17
10351, 10.17
10352, 10.17
10353, 10.17
10354, 10.17
10355, 10.17
10356, 10.17
10357, 10.17
10358, 10.18
10359, 10.18
10360, 10.18
10361, 10.18
10362, 10.18
10363, 10.18
10364, 10.18
10365, 10.18
10366, 10.18
10367, 10.18
10368, 10.18
10369, 10.18
10370, 10.18
10371, 10.18
10372, 10.18
10373, 10.18
10374, 10.18
10375, 10.18
10376, 10.18
10377, 10.18
10378, 10.18
10379, 10.18
10380, 10.18
10381, 10.18
10382, 10.18
10383, 10.18
10384, 10.19
10385, 10.19
10386, 10.19
10387, 10.19
10388, 10.19
10389, 10.19
10390, 10.19
10391, 10.19
10392, 10.19
10393, 10.19
10394, 10.19
10395, 10.19
10396, 10.19
10397, 10.19
10398, 10.19
10399, 10.19
10400, 10.19
10401, 10.19
10402, 10.19
10403, 10.19
10404, 10.19
10405, 10.19
10406, 10.19
10407, 10.19
10408, 10.19
10409, 10.19
10410, 10.19
10411, 10.20
10412, 10.20
10413, 10.20
10414, 10.20
10415, 10.20
10416, 10.20
10417, 10.20
10418, 10.20
10419, 10.20
10420, 10.20
10421, 10.20
10422, 10.20
10423, 10.20
10424, 10.20
10425, 10.20
10426, 10.20
10427, 10.20
10428, 10.20
10429, 10.20
10430, 10.20
10431, 10.20
10432, 10.20
10433, 10.20
10434, 10.20
10435, 10.20
10436, 10.20
10437, 10.21
10438, 10.21
10439, 10.21
10440, 10.21
10441, 10.21
10442, 10.21
10443, 10.21
10444, 10.21
10445, 10.21
10446, 10.21
10447, 10.21
10448, 10.21
10449, 10.21
10450, 10.21
10451, 10.21
10452, 10.21
10453, 10.21
10454, 10.21
10455, 10.21
10456, 10.21
10457, 10.21
10458, 10.21
10459, 10.21
10460, 10.21
10461, 10.21
10462, 10.21
10463, 10.21
10464, 10.22
10465, 10.22
10466, 10.22
10467, 10.22
10468, 10.22
10469, 10.22
10470, 10.22
10471, 10.22
10472, 10.22
10473, 10.22
10474, 10.22
10475, 10.22
10476, 10.22
10477, 10.22
10478, 10.22
10479, 10.22
10480, 10.22
10481, 10.22
10482, 10.22
10483, 10.22
10484, 10.22
10485, 10.22
10486, 10.22
10487, 10.22
10488, 10.22
10489, 10.22
10490, 10.22
10491, 10.23
10492, 10.23
10493, 10.23
10494, 10.23
10495, 10.23
10496, 10.23
10497, 10.23
10498, 10.23
10499, 10.23
10500, 10.23
10501, 10.23
10502, 10.23
10503, 10.23
10504, 10.23
10505, 10.23
10506, 10.23
10507, 10.23
10508, 10.23
10509, 10.23
10510, 10.23
10511, 10.23
10512, 10.23
10513, 10.23
10514, 10.23
10515, 10.23
10516, 10.23
10517, 10.24
10518, 10.24
10519, 10.24
10520, 10.24
10521, 10.24
10522, 10.24
10523, 10.24
10524, 10.24
10525, 10.24
10526, 10.24
10527, 10.24
10528, 10.24
10529, 10.24
10530, 10.24
10531, 10.24
10532, 10.24
10533, 10.24
10534, 10.24
10535, 10.24
10536, 10.24
10537, 10.24
10538, 10.24
10539, 10.24
10540, 10.24
10541, 10.24
10542, 10.24
10543, 10.24
10544, 10.25
10545, 10.25
10546, 10.25
10547, 10.25
10548, 10.25
10549, 10.25
10550, 10.25
10551, 10.25
10552, 10.25
10553, 10.25
10554, 10.25
10555, 10.25
10556, 10.25
10557, 10.25
10558, 10.25
10559, 10.25
10560, 10.25
10561, 10.25
10562, 10.25
10563, 10.25
10564, 10.25
10565, 10.25
10566, 10.25
10567, 10.25
10568, 10.25
10569, 10.25
10570, 10.26
10571, 10.26
10572, 10.26
10573, 10.26
10574, 10.26
10575, 10.26
10576, 10.26
10577, 10.26
10578, 10.26
10579, 10.26
10580, 10.26
10581, 10.26
10582, 10.26
10583, 10.26
10584, 10.26
10585, 10.26
10586, 10.26
10587, 10.26
10588, 10.26
10589, 10.26
10590, 10.26
10591, 10.26
10592, 10.26
10593, 10.26
10594, 10.26
10595, 10.26
10596, 10.26
10597, 10.27
10598, 10.27
10599, 10.27
10600, 10.27
10601, 10.27
10602, 10.27
10603, 10.27
10604, 10.27
10605, 10.27
10606, 10.27
10607, 10.27
10608, 10.27
10609, 10.27
10610, 10.27
10611, 10.27
10612, 10.27
10613, 10.27
10614, 10.27
10615, 10.27
10616, 10.27
10617, 10.27
10618, 10.27
10619, 10.27
10620, 10.27
10621, 10.27
10622, 10.27
10623, 10.28
10624, 10.28
10625, 10.28
10626, 10.28
10627, 10.28
10628, 10.28
10629, 10.28
10630, 10.28
10631, 10.28
10632, 10.28
10633, 10.28
10634, 10.28
10635, 10.28
10636, 10.28
10637, 10.28
10638, 10.28
10639, 10.28
10640, 10.28
10641, 10.28
10642, 10.28
10643, 10.28
10644, 10.28
10645, 10.28
10646, 10.28
10647, 10.28
10648, 10.28
10649, 10.28
10650, 10.29
10651, 10.29
10652, 10.29
10653, 10.29
10654, 10.29
10655, 10.29
10656, 10.29
10657, 10.29
10658, 10.29
10659, 10.29
10660, 10.29
10661, 10.29
10662, 10.29
10663, 10.29
10664, 10.29
10665, 10.29
10666, 10.29
10667, 10.29
10668, 10.29
10669, 10.29
10670, 10.29
10671, 10.29
10672, 10.29
10673, 10.29
10674, 10.29
10675, 10.29
10676, 10.30
10677, 10.30
10678, 10.30
10679, 10.30
10680, 10.30
10681, 10.30
10682, 10.30
10683, 10.30
10684, 10.30
10685, 10.30
10686, 10.30
10687, 10.30
10688, 10.30
10689, 10.30
10690, 10.30
10691, 10.30
10692, 10.30
10693, 10.30
10694, 10.30
10695, 10.30
10696, 10.30
10697, 10.30
10698, 10.30
10699, 10.30
10700, 10.30
10701, 10.30
10702, 10.30
10703, 10.31
10704, 10.31
10705, 10.31
10706, 10.31
10707, 10.31
10708, 10.31
10709, 10.31
10710, 10.31
10711, 10.31
10712, 10.31
10713, 10.31
10714, 10.31
10715, 10.31
10716, 10.31
10717, 10.31
10718, 10.31
10719, 10.31
10720, 10.31
10721, 10.31
10722, 10.31
10723, 10.31
10724, 10.31
10725, 10.31
10726, 10.31
10727, 10.31
10728, 10.31
10729, 10.32
10730, 10.32
10731, 10.32
10732, 10.32
10733, 10.32
10734, 10.32
10735, 10.32
10736, 10.32
10737, 10.32
10738, 10.32
10739, 10.32
10740, 10.32
10741, 10.32
10742, 10.32
10743, 10.32
10744, 10.32
10745, 10.32
10746, 10.32
10747, 10.32
10748, 10.32
10749, 10.32
10750, 10.32
10751, 10.32
10752, 10.32
10753, 10.32
10754, 10.32
10755, 10.32
10756, 10.33
10757, 10.33
10758, 10.33
10759, 10.33
10760, 10.33
10761, 10.33
10762, 10.33
10763, 10.33
10764, 10.33
10765, 10.33
10766, 10.33
10767, 10.33
10768, 10.33
10769, 10.33
10770, 10.33
10771, 10.33
10772, 10.33
10773, 10.33
10774, 10.33
10775, 10.33
10776, 10.33
10777, 10.33
10778, 10.33
10779, 10.33
10780, 10.33
10781, 10.33
10782, 10.34
10783, 10.34
10784, 10.34
10785, 10.34
10786, 10.34
10787, 10.34
10788, 10.34
10789, 10.34
10790, 10.34
10791, 10.34
10792, 10.34
10793, 10.34
10794, 10.34
10795, 10.34
10796, 10.34
10797, 10.34
10798, 10.34
10799, 10.34
10800, 10.34
10801, 10.34
10802, 10.34
10803, 10.34
10804, 10.34
10805, 10.34
10806, 10.34
10807, 10.34
10808, 10.34
10809, 10.35
10810, 10.35
10811, 10.35
10812, 10.35
10813, 10.35
10814, 10.35
10815, 10.35
10816, 10.35
10817, 10.35
10818, 10.35
10819, 10.35
10820, 10.35
10821, 10.35
10822, 10.35
10823, 10.35
10824, 10.35
10825, 10.35
10826, 10.35
10827, 10.35
10828, 10.35
10829, 10.35
10830, 10.35
10831, 10.35
10832, 10.35
10833, 10.35
10834, 10.35
10835, 10.36
10836, 10.36
10837, 10.36
10838, 10.36
10839, 10.36
10840, 10.36
10841, 10.36
10842, 10.36
10843, 10.36
10844, 10.36
10845, 10.36
10846, 10.36
10847, 10.36
10848, 10.36
10849, 10.36
10850, 10.36
10851, 10.36
10852, 10.36
10853, 10.36
10854, 10.36
10855, 10.36
10856, 10.36
10857, 10.36
10858, 10.36
10859, 10.36
10860, 10.36
10861, 10.36
10862, 10.37
10863, 10.37
10864, 10.37
10865, 10.37
10866, 10.37
10867, 10.37
10868, 10.37
10869, 10.37
10870, 10.37
10871, 10.37
10872, 10.37
10873, 10.37
10874, 10.37
10875, 10.37
10876, 10.37
10877, 10.37
10878, 10.37
10879, 10.37
10880, 10.37
10881, 10.37
10882, 10.37
10883, 10.37
10884, 10.37
10885, 10.37
10886, 10.37
10887, 10.37
10888, 10.38
10889, 10.38
10890, 10.38
10891, 10.38
10892, 10.38
10893, 10.38
10894, 10.38
10895, 10.38
10896, 10.38
10897, 10.38
10898, 10.38
10899, 10.38
10900, 10.38
10901, 10.38
10902, 10.38
10903, 10.38
10904, 10.38
10905, 10.38
10906, 10.38
10907, 10.38
10908, 10.38
10909, 10.38
10910, 10.38
10911, 10.38
10912, 10.38
10913, 10.38
10914, 10.38
10915, 10.39
10916, 10.39
10917, 10.39
10918, 10.39
10919, 10.39
10920, 10.39
10921, 10.39
10922, 10.39
10923, 10.39
10924, 10.39
10925, 10.39
10926, 10.39
10927, 10.39
10928, 10.39
10929, 10.39
10930, 10.39
10931, 10.39
10932, 10.39
10933, 10.39
10934, 10.39
10935, 10.39
10936, 10.39
10937, 10.39
10938, 10.39
10939, 10.39
10940, 10.39
10941, 10.39
10942, 10.40
10943, 10.40
10944, 10.40
10945, 10.40
10946, 10.40
10947, 10.40
10948, 10.40
10949, 10.40
10950, 10.40
10951, 10.40
10952, 10.40
10953, 10.40
10954, 10.40
10955, 10.40
10956, 10.40
10957, 10.40
10958, 10.40
10959, 10.40
10960, 10.40
10961, 10.40
10962, 10.40
10963, 10.40
10964, 10.40
10965, 10.40
10966, 10.40
10967, 10.40
10968, 10.41
10969, 10.41
10970, 10.41
10971, 10.41
10972, 10.41
10973, 10.41
10974, 10.41
10975, 10.41
10976, 10.41
10977, 10.41
10978, 10.41
10979, 10.41
10980, 10.41
10981, 10.41
10982, 10.41
10983, 10.41
10984, 10.41
10985, 10.41
10986, 10.41
10987, 10.41
10988, 10.41
10989, 10.41
10990, 10.41
10991, 10.41
10992, 10.41
10993, 10.41
10994, 10.41
10995, 10.42
10996, 10.42
10997, 10.42
10998, 10.42
10999, 10.42
11000, 10.42
11001, 10.42
11002, 10.42
11003, 10.42
11004, 10.42
11005, 10.42
11006, 10.42
11007, 10.42
11008, 10.42
11009, 10.42
11010, 10.42
11011, 10.42
11012, 10.42
11013, 10.42
11014, 10.42
11015, 10.42
11016, 10.42
11017, 10.42
11018, 10.42
11019, 10.42
11020, 10.42
11021, 10.43
11022, 10.43
11023, 10.43
11024, 10.43
11025, 10.43
11026, 10.43
11027, 10.43
11028, 10.43
11029, 10.43
11030, 10.43
11031, 10.43
11032, 10.43
11033, 10.43
11034, 10.43
11035, 10.43
11036, 10.43
11037, 10.43
11038, 10.43
11039, 10.43
11040, 10.43
11041, 10.43
11042, 10.43
11043, 10.43
11044, 10.43
11045, 10.43
11046, 10.43
11047, 10.43
11048, 10.44
11049, 10.44
11050, 10.44
11051, 10.44
11052, 10.44
11053, 10.44
11054, 10.44
11055, 10.44
11056, 10.44
11057, 10.44
11058, 10.44
11059, 10.44
11060, 10.44
11061, 10.44
11062, 10.44
11063, 10.44
11064, 10.44
11065, 10.44
11066, 10.44
11067, 10.44
11068, 10.44
11069, 10.44
11070, 10.44
11071, 10.44
11072, 10.44
11073, 10.44
11074, 10.45
11075, 10.45
11076, 10.45
11077, 10.45
11078, 10.45
11079, 10.45
11080, 10.45
11081, 10.45
11082, 10.45
11083, 10.45
11084, 10.45
11085, 10.45
11086, 10.45
11087, 10.45
11088, 10.45
11089, 10.45
11090, 10.45
11091, 10.45
11092, 10.45
11093, 10.45
11094, 10.45
11095, 10.45
11096, 10.45
11097, 10.45
11098, 10.45
11099, 10.45
11100, 10.45
11101, 10.46
11102, 10.46
11103, 10.46
11104, 10.46
11105, 10.46
11106, 10.46
11107, 10.46
11108, 10.46
11109, 10.46
11110, 10.46
11111, 10.46
11112, 10.46
11113, 10.46
11114, 10.46
11115, 10.46
11116, 10.46
11117, 10.46
11118, 10.46
11119, 10.46
11120, 10.46
11121, 10.46
11122, 10.46
11123, 10.46
11124, 10.46
11125, 10.46
11126, 10.46
11127, 10.47
11128, 10.47
11129, 10.47
11130, 10.47
11131, 10.47
11132, 10.47
11133, 10.47
11134, 10.47
11135, 10.47
11136, 10.47
11137, 10.47
11138, 10.47
11139, 10.47
11140, 10.47
11141, 10.47
11142, 10.47
11143, 10.47
11144, 10.47
11145, 10.47
11146, 10.47
11147, 10.47
11148, 10.47
11149, 10.47
11150, 10.47
11151, 10.47
11152, 10.47
11153, 10.47
11154, 10.48
11155, 10.48
11156, 10.48
11157, 10.48
11158, 10.48
11159, 10.48
11160, 10.48
11161, 10.48
11162, 10.48
11163, 10.48
11164, 10.48
11165, 10.48
11166, 10.48
11167, 10.48
11168, 10.48
11169, 10.48
11170, 10.48
11171, 10.48
11172, 10.48
11173, 10.48
11174, 10.48
11175, 10.48
11176, 10.48
11177, 10.48
11178, 10.48
11179, 10.48
11180, 10.49
11181, 10.49
11182, 10.49
11183, 10.49
11184, 10.49
11185, 10.49
11186, 10.49
11187, 10.49
11188, 10.49
11189, 10.49
11190, 10.49
11191, 10.49
11192, 10.49
11193, 10.49
11194, 10.49
11195, 10.49
11196, 10.49
11197, 10.49
11198, 10.49
11199, 10.49
11200, 10.49
11201, 10.49
11202, 10.49
11203, 10.49
11204, 10.49
11205, 10.49
11206, 10.49
11207, 10.50
11208, 10.50
11209, 10.50
11210, 10.50
11211, 10.50
11212, 10.50
11213, 10.50
11214, 10.50
11215, 10.50
11216, 10.50
11217, 10.50
11218, 10.50
11219, 10.50
11220, 10.50
11221, 10.50
11222, 10.50
11223, 10.50
11224, 10.50
11225, 10.50
11226, 10.50
11227, 10.50
11228, 10.50
11229, 10.50
11230, 10.50
11231, 10.50
11232, 10.50
11233, 10.51
11234, 10.51
11235, 10.51
11236, 10.51
11237, 10.51
11238, 10.51
11239, 10.51
11240, 10.51
11241, 10.51
11242, 10.51
11243, 10.51
11244, 10.51
11245, 10.51
11246, 10.51
11247, 10.51
11248, 10.51
11249, 10.51
11250, 10.51
11251, 10.51
11252, 10.51
11253, 10.51
11254, 10.51
11255, 10.51
11256, 10.51
11257, 10.51
11258, 10.51
11259, 10.51
11260, 10.52
11261, 10.52
11262, 10.52
11263, 10.52
11264, 10.52
11265, 10.52
11266, 10.52
11267, 10.52
11268, 10.52
11269, 10.52
11270, 10.52
11271, 10.52
11272, 10.52
11273, 10.52
11274, 10.52
11275, 10.52
11276, 10.52
11277, 10.52
11278, 10.52
11279, 10.52
11280, 10.52
11281, 10.52
11282, 10.52
11283, 10.52
11284, 10.52
11285, 10.52
11286, 10.53
11287, 10.53
11288, 10.53
11289, 10.53
11290, 10.53
11291, 10.53
11292, 10.53
11293, 10.53
11294, 10.53
11295, 10.53
11296, 10.53
11297, 10.53
11298, 10.53
11299, 10.53
11300, 10.53
11301, 10.53
11302, 10.53
11303, 10.53
11304, 10.53
11305, 10.53
11306, 10.53
11307, 10.53
11308, 10.53
11309, 10.53
11310, 10.53
11311, 10.53
11312, 10.53
11313, 10.54
11314, 10.54
11315, 10.54
11316, 10.54
11317, 10.54
11318, 10.54
11319, 10.54
11320, 10.54
11321, 10.54
11322, 10.54
11323, 10.54
11324, 10.54
11325, 10.54
11326, 10.54
11327, 10.54
11328, 10.54
11329, 10.54
11330, 10.54
11331, 10.54
11332, 10.54
11333, 10.54
11334, 10.54
11335, 10.54
11336, 10.54
11337, 10.54
11338, 10.54
11339, 10.55
11340, 10.55
11341, 10.55
11342, 10.55
11343, 10.55
11344, 10.55
11345, 10.55
11346, 10.55
11347, 10.55
11348, 10.55
11349, 10.55
11350, 10.55
11351, 10.55
11352, 10.55
11353, 10.55
11354, 10.55
11355, 10.55
11356, 10.55
11357, 10.55
11358, 10.55
11359, 10.55
11360, 10.55
11361, 10.55
11362, 10.55
11363, 10.55
11364, 10.55
11365, 10.55
11366, 10.56
11367, 10.56
11368, 10.56
11369, 10.56
11370, 10.56
11371, 10.56
11372, 10.56
11373, 10.56
11374, 10.56
11375, 10.56
11376, 10.56
11377, 10.56
11378, 10.56
11379, 10.56
11380, 10.56
11381, 10.56
11382, 10.56
11383, 10.56
11384, 10.56
11385, 10.56
11386, 10.56
11387, 10.56
11388, 10.56
11389, 10.56
11390, 10.56
11391, 10.56
11392, 10.56
11393, 10.57
11394, 10.57
11395, 10.57
11396, 10.57
11397, 10.57
11398, 10.57
11399, 10.57
11400, 10.57
11401, 10.57
11402, 10.57
11403, 10.57
11404, 10.57
11405, 10.57
11406, 10.57
11407, 10.57
11408, 10.57
11409, 10.57
11410, 10.57
11411, 10.57
11412, 10.57
11413, 10.57
11414, 10.57
11415, 10.57
11416, 10.57
11417, 10.57
11418, 10.57
11419, 10.58
11420, 10.58
11421, 10.58
11422, 10.58
11423, 10.58
11424, 10.58
11425, 10.58
11426, 10.58
11427, 10.58
11428, 10.58
11429, 10.58
11430, 10.58
11431, 10.58
11432, 10.58
11433, 10.58
11434, 10.58
11435, 10.58
11436, 10.58
11437, 10.58
11438, 10.58
11439, 10.58
11440, 10.58
11441, 10.58
11442, 10.58
11443, 10.58
11444, 10.58
11445, 10.58
11446, 10.59
11447, 10.59
11448, 10.59
11449, 10.59
11450, 10.59
11451, 10.59
11452, 10.59
11453, 10.59
11454, 10.59
11455, 10.59
11456, 10.59
11457, 10.59
11458, 10.59
11459, 10.59
11460, 10.59
11461, 10.59
11462, 10.59
11463, 10.59
11464, 10.59
11465, 10.59
11466, 10.59
11467, 10.59
11468, 10.59
11469, 10.59
11470, 10.59
11471, 10.59
11472, 10.60
11473, 10.60
11474, 10.60
11475, 10.60
11476, 10.60
11477, 10.60
11478, 10.60
11479, 10.60
11480, 10.60
11481, 10.60
11482, 10.60
11483, 10.60
11484, 10.60
11485, 10.60
11486, 10.60
11487, 10.60
11488, 10.60
11489, 10.60
11490, 10.60
11491, 10.60
11492, 10.60
11493, 10.60
11494, 10.60
11495, 10.60
11496, 10.60
11497, 10.60
11498, 10.60
11499, 10.61
11500, 10.61
11501, 10.61
11502, 10.61
11503, 10.61
11504, 10.61
11505, 10.61
11506, 10.61
11507, 10.61
11508, 10.61
11509, 10.61
11510, 10.61
11511, 10.61
11512, 10.61
11513, 10.61
11514, 10.61
11515, 10.61
11516, 10.61
11517, 10.61
11518, 10.61
11519, 10.61
11520, 10.61
11521, 10.61
11522, 10.61
11523, 10.61
11524, 10.61
11525, 10.62
11526, 10.62
11527, 10.62
11528, 10.62
11529, 10.62
11530, 10.62
11531, 10.62
11532, 10.62
11533, 10.62
11534, 10.62
11535, 10.62
11536, 10.62
11537, 10.62
11538, 10.62
11539, 10.62
11540, 10.62
11541, 10.62
11542, 10.62
11543, 10.62
11544, 10.62
11545, 10.62
11546, 10.62
11547, 10.62
11548, 10.62
11549, 10.62
11550, 10.62
11551, 10.62
11552, 10.63
11553, 10.63
11554, 10.63
11555, 10.63
11556, 10.63
11557, 10.63
11558, 10.63
11559, 10.63
11560, 10.63
11561, 10.63
11562, 10.63
11563, 10.63
11564, 10.63
11565, 10.63
11566, 10.63
11567, 10.63
11568, 10.63
11569, 10.63
11570, 10.63
11571, 10.63
11572, 10.63
11573, 10.63
11574, 10.63
11575, 10.63
11576, 10.63
11577, 10.63
11578, 10.64
11579, 10.64
11580, 10.64
11581, 10.64
11582, 10.64
11583, 10.64
11584, 10.64
11585, 10.64
11586, 10.64
11587, 10.64
11588, 10.64
11589, 10.64
11590, 10.64
11591, 10.64
11592, 10.64
11593, 10.64
11594, 10.64
11595, 10.64
11596, 10.64
11597, 10.64
11598, 10.64
11599, 10.64
11600, 10.64
11601, 10.64
11602, 10.64
11603, 10.64
11604, 10.64
11605, 10.65
11606, 10.65
11607, 10.65
11608, 10.65
11609, 10.65
11610, 10.65
11611, 10.65
11612, 10.65
11613, 10.65
11614, 10.65
11615, 10.65
11616, 10.65
11617, 10.65
11618, 10.65
11619, 10.65
11620, 10.65
11621, 10.65
11622, 10.65
11623, 10.65
11624, 10.65
11625, 10.65
11626, 10.65
11627, 10.65
11628, 10.65
11629, 10.65
11630, 10.65
11631, 10.66
11632, 10.66
11633, 10.66
11634, 10.66
11635, 10.66
11636, 10.66
11637, 10.66
11638, 10.66
11639, 10.66
11640, 10.66
11641, 10.66
11642, 10.66
11643, 10.66
11644, 10.66
11645, 10.66
11646, 10.66
11647, 10.66
11648, 10.66
11649, 10.66
11650, 10.66
11651, 10.66
11652, 10.66
11653, 10.66
11654, 10.66
11655, 10.66
11656, 10.66
11657, 10.66
11658, 10.67
11659, 10.67
11660, 10.67
11661, 10.67
11662, 10.67
11663, 10.67
11664, 10.67
11665, 10.67
11666, 10.67
11667, 10.67
11668, 10.67
11669, 10.67
11670, 10.67
11671, 10.67
11672, 10.67
11673, 10.67
11674, 10.67
11675, 10.67
11676, 10.67
11677, 10.67
11678, 10.67
11679, 10.67
11680, 10.67
11681, 10.67
11682, 10.67
11683, 10.67
11684, 10.68
11685, 10.68
11686, 10.68
11687, 10.68
11688, 10.68
11689, 10.68
11690, 10.68
11691, 10.68
11692, 10.68
11693, 10.68
11694, 10.68
11695, 10.68
11696, 10.68
11697, 10.68
11698, 10.68
11699, 10.68
11700, 10.68
11701, 10.68
11702, 10.68
11703, 10.68
11704, 10.68
11705, 10.68
11706, 10.68
11707, 10.68
11708, 10.68
11709, 10.68
11710, 10.68
11711, 10.69
11712, 10.69
11713, 10.69
11714, 10.69
11715, 10.69
11716, 10.69
11717, 10.69
11718, 10.69
11719, 10.69
11720, 10.69
11721, 10.69
11722, 10.69
11723, 10.69
11724, 10.69
11725, 10.69
11726, 10.69
11727, 10.69
11728, 10.69
11729, 10.69
11730, 10.69
11731, 10.69
11732, 10.69
11733, 10.69
11734, 10.69
11735, 10.69
11736, 10.69
11737, 10.70
11738, 10.70
11739, 10.70
11740, 10.70
11741, 10.70
11742, 10.70
11743, 10.70
11744, 10.70
11745, 10.70
11746, 10.70
11747, 10.70
11748, 10.70
11749, 10.70
11750, 10.70
11751, 10.70
11752, 10.70
11753, 10.70
11754, 10.70
11755, 10.70
11756, 10.70
11757, 10.70
11758, 10.70
11759, 10.70
11760, 10.70
11761, 10.70
11762, 10.70
11763, 10.70
11764, 10.71
11765, 10.71
11766, 10.71
11767, 10.71
11768, 10.71
11769, 10.71
11770, 10.71
11771, 10.71
11772, 10.71
11773, 10.71
11774, 10.71
11775, 10.71
11776, 10.71
11777, 10.71
11778, 10.71
11779, 10.71
11780, 10.71
11781, 10.71
11782, 10.71
11783, 10.71
11784, 10.71
11785, 10.71
11786, 10.71
11787, 10.71
11788, 10.71
11789, 10.71
11790, 10.72
11791, 10.72
11792, 10.72
11793, 10.72
11794, 10.72
11795, 10.72
11796, 10.72
11797, 10.72
11798, 10.72
11799, 10.72
11800, 10.72
11801, 10.72
11802, 10.72
11803, 10.72
11804, 10.72
11805, 10.72
11806, 10.72
11807, 10.72
11808, 10.72
11809, 10.72
11810, 10.72
11811, 10.72
11812, 10.72
11813, 10.72
11814, 10.72
11815, 10.72
11816, 10.72
11817, 10.73
11818, 10.73
11819, 10.73
11820, 10.73
11821, 10.73
11822, 10.73
11823, 10.73
11824, 10.73
11825, 10.73
11826, 10.73
11827, 10.73
11828, 10.73
11829, 10.73
11830, 10.73
11831, 10.73
11832, 10.73
11833, 10.73
11834, 10.73
11835, 10.73
11836, 10.73
11837, 10.73
11838, 10.73
11839, 10.73
11840, 10.73
11841, 10.73
11842, 10.73
11843, 10.74
11844, 10.74
11845, 10.74
11846, 10.74
11847, 10.74
11848, 10.74
11849, 10.74
11850, 10.74
11851, 10.74
11852, 10.74
11853, 10.74
11854, 10.74
11855, 10.74
11856, 10.74
11857, 10.74
11858, 10.74
11859, 10.74
11860, 10.74
11861, 10.74
11862, 10.74
11863, 10.74
11864, 10.74
11865, 10.74
11866, 10.74
11867, 10.74
11868, 10.74
11869, 10.74
11870, 10.75
11871, 10.75
11872, 10.75
11873, 10.75
11874, 10.75
11875, 10.75
11876, 10.75
11877, 10.75
11878, 10.75
11879, 10.75
11880, 10.75
11881, 10.75
11882, 10.75
11883, 10.75
11884, 10.75
11885, 10.75
11886, 10.75
11887, 10.75
11888, 10.75
11889, 10.75
11890, 10.75
11891, 10.75
11892, 10.75
11893, 10.75
11894, 10.75
11895, 10.75
11896, 10.75
11897, 10.76
11898, 10.76
11899, 10.76
11900, 10.76
11901, 10.76
11902, 10.76
11903, 10.76
11904, 10.76
11905, 10.76
11906, 10.76
11907, 10.76
11908, 10.76
11909, 10.76
11910, 10.76
11911, 10.76
11912, 10.76
11913, 10.76
11914, 10.76
11915, 10.76
11916, 10.76
11917, 10.76
11918, 10.76
11919, 10.76
11920, 10.76
11921, 10.76
11922, 10.76
11923, 10.77
11924, 10.77
11925, 10.77
11926, 10.77
11927, 10.77
11928, 10.77
11929, 10.77
11930, 10.77
11931, 10.77
11932, 10.77
11933, 10.77
11934, 10.77
11935, 10.77
11936, 10.77
11937, 10.77
11938, 10.77
11939, 10.77
11940, 10.77
11941, 10.77
11942, 10.77
11943, 10.77
11944, 10.77
11945, 10.77
11946, 10.77
11947, 10.77
11948, 10.77
11949, 10.77
11950, 10.78
11951, 10.78
11952, 10.78
11953, 10.78
11954, 10.78
11955, 10.78
11956, 10.78
11957, 10.78
11958, 10.78
11959, 10.78
11960, 10.78
11961, 10.78
11962, 10.78
11963, 10.78
11964, 10.78
11965, 10.78
11966, 10.78
11967, 10.78
11968, 10.78
11969, 10.78
11970, 10.78
11971, 10.78
11972, 10.78
11973, 10.78
11974, 10.78
11975, 10.78
11976, 10.79
11977, 10.79
11978, 10.79
11979, 10.79
11980, 10.79
11981, 10.79
11982, 10.79
11983, 10.79
11984, 10.79
11985, 10.79
11986, 10.79
11987, 10.79
11988, 10.79
11989, 10.79
11990, 10.79
11991, 10.79
11992, 10.79
11993, 10.79
11994, 10.79
11995, 10.79
11996, 10.79
11997, 10.79
11998, 10.79
11999, 10.79
12000, 10.79
12001, 10.79
12002, 10.79
12003, 10.80
12004, 10.80
12005, 10.80
12006, 10.80
12007, 10.80
12008, 10.80
12009, 10.80
12010, 10.80
12011, 10.80
12012, 10.80
12013, 10.80
12014, 10.80
12015, 10.80
12016, 10.80
12017, 10.80
12018, 10.80
12019, 10.80
12020, 10.80
12021, 10.80
12022, 10.80
12023, 10.80
12024, 10.80
12025, 10.80
12026, 10.80
12027, 10.80
12028, 10.80
12029, 10.81
12030, 10.81
12031, 10.81
12032, 10.81
12033, 10.81
12034, 10.81
